Age,Financial Status,Has a Laptop,Type of Internet Connection,CC100,CC101,CC102,CS111/IT112,English Prof,Reading Compre,Science Process,Quantitative,Abstract,CET OAPR,SHS/HS GPA,ABM/BAM,GAS,HUMSS,STEM,Sports Track,TVL-HE,TVL-ICT,Female,Male,Prefer not to say,2018,2019,2020,2021,label
22,1,0,2,6,4,2,8,76.83,77.12,72.66,70.61,72.9,76.98,89.5,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
22,1,2,2,8,5,5,7,80.58,77.12,80.93,14.31,43.49,73.34,94.0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
22,1,0,2,9,6,9,10,55.84,35.7,94.84,63.45,63.1,68.07,91.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
21,1,2,1,2,8,5,9,82.02,71.99,85.06,70.61,63.1,82.12,91.5,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
22,1,0,0,8,4,7,6,76.83,35.7,44.12,70.61,63.1,66.95,91.5,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
22,1,1,1,3,6,2,7,80.58,77.12,66.81,44.18,79.78,77.9,90.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
21,0,2,2,6,4,6,7,61.05,42.05,51.68,75.28,83.75,65.83,85.5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
24,1,0,1,7,6,7,7,72.78,25.06,80.93,70.61,20.6,63.6,91.0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
21,0,2,2,8,4,6,10,70.75,90.94,89.19,18.16,33.69,73.34,82.0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
22,0,2,2,5,8,7,10,96.08,54.75,93.41,44.18,79.78,90.13,92.785,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
21,2,2,1,6,7,8,9,63.53,71.99,72.66,70.61,63.1,71.42,92.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
21,1,0,2,2,9,2,9,88.66,94.82,72.66,44.18,79.78,86.95,91.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
21,1,1,2,4,5,5,8,68.5,30.03,72.66,44.18,53.29,61.37,88.5,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
21,1,0,0,2,8,2,9,72.78,66.85,93.41,70.61,79.78,81.43,88.5,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
21,0,2,2,3,7,2,9,91.83,90.94,66.81,84.63,79.78,90.13,91.5,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
22,1,2,2,6,10,10,8,97.39,94.82,89.19,93.38,97.87,97.46,92.5,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
21,2,2,2,5,3,6,7,66.01,77.12,44.12,53.82,26.06,62.48,85.515,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
21,1,2,2,5,4,2,7,52.9,54.75,59.25,75.28,53.29,61.37,86.0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
21,1,0,1,3,5,6,7,52.9,42.05,59.25,70.61,83.75,62.48,85.5,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
22,2,2,2,5,3,6,9,52.9,54.75,76.79,34.54,79.78,62.48,92.0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
23,1,2,1,3,7,2,7,89.71,82.26,44.12,34.54,72.9,80.63,90.5,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
22,4,2,2,7,6,6,7,76.83,77.12,72.66,70.61,72.9,76.98,89.5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
21,2,2,1,8,5,5,7,66.01,54.75,80.93,75.28,72.9,73.34,93.5,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
22,1,2,1,6,6,5,7,58.56,66.85,59.25,79.96,72.9,69.19,91.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
21,2,2,1,8,5,6,8,72.78,66.85,51.68,70.61,53.29,70.3,91.165,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
22,1,2,1,5,4,6,10,49.95,61.11,91.97,53.82,72.9,68.07,86.5,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
22,0,0,1,7,7,6,9,74.8,66.85,72.66,89.31,72.9,79.72,89.5,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
21,2,0,1,8,8,7,10,82.02,82.26,80.93,70.61,26.06,79.72,96.19,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
22,2,0,1,6,9,7,10,91.83,96.76,85.06,94.54,97.87,95.98,95.0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
21,2,2,2,8,7,6,10,83.47,82.26,96.28,70.61,91.68,90.13,94.5,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
21,1,2,1,4,7,2,9,99.85,92.88,99.87,98.63,98.81,99.86,88.8,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
22,0,2,2,6,7,8,7,98.65,87.4,96.28,84.63,91.68,97.46,83.025,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
21,3,2,1,5,6,3,9,78.85,71.99,89.19,84.63,72.9,84.19,88.5,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
22,1,2,2,5,5,4,7,52.9,92.88,93.41,10.45,79.78,72.43,91.5,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
21,0,0,1,8,4,8,9,88.66,94.82,36.55,92.22,87.72,89.65,88.75,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
21,2,0,1,3,4,5,7,55.84,66.85,72.66,34.54,53.29,61.37,92.5,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
22,0,0,2,7,6,6,4,68.5,66.85,66.81,93.38,72.9,77.9,91.58,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
21,1,2,1,7,6,2,8,93.41,90.94,91.97,70.61,43.49,90.6,88.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
21,4,2,2,8,4,7,8,72.78,35.7,59.25,93.3,79.78,75.16,90.5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
21,2,2,1,7,8,7,10,82.02,66.85,80.93,79.96,87.72,84.88,94.5,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
22,1,0,1,7,5,5,7,55.84,87.4,89.19,63.45,79.78,76.07,90.0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
23,0,2,1,4,3,6,8,89.71,77.12,66.81,44.18,53.29,81.43,92.0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
22,1,0,1,5,8,6,8,84.91,77.12,80.93,34.54,63.1,80.63,90.1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
23,1,0,1,8,3,7,7,47.0,30.03,76.79,70.61,79.78,60.09,92.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
22,0,2,2,7,6,5,9,91.83,77.12,66.81,44.18,87.72,86.26,83.655,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
21,1,0,1,7,4,7,7,70.75,92.88,80.93,53.82,63.1,78.81,91.5,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
22,3,2,1,7,8,8,10,61.05,35.7,66.81,84.63,33.69,62.48,91.5,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
21,2,2,2,6,9,2,5,83.47,99.7,96.28,75.28,72.9,92.03,92.25,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
21,1,0,1,8,6,4,7,76.83,71.99,80.93,79.96,26.06,76.98,94.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
21,2,2,2,9,5,7,8,66.01,54.75,91.97,34.54,63.1,70.3,91.0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
21,1,2,1,6,5,7,7,66.01,54.75,85.06,18.16,72.9,66.95,90.97,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
21,1,1,1,7,6,2,8,72.78,90.94,72.66,34.54,33.69,72.43,92.5,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
23,3,2,2,7,5,7,7,80.58,77.12,76.79,24.91,72.9,76.98,87.0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
22,3,2,2,2,4,5,5,63.53,48.4,59.25,63.45,63.1,63.9,86.0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
22,1,2,2,2,9,2,10,90.77,98.7,80.93,95.71,87.72,95.1,86.35,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
25,1,0,1,8,5,7,7,78.85,42.05,51.68,53.82,63.1,68.07,80.0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
21,0,2,2,7,7,4,9,88.66,77.12,76.79,75.28,79.78,86.95,86.373,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
21,1,0,1,7,5,5,8,63.53,77.12,80.93,10.45,63.1,65.83,89.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
23,2,0,1,7,3,5,5,61.05,48.4,76.79,75.28,91.68,73.34,87.0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
20,1,2,1,7,6,7,7,80.58,71.99,91.97,44.18,53.29,79.72,91.0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
21,2,2,1,1,7,2,0,83.47,87.4,97.72,44.18,79.78,88.22,88.5,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
21,3,2,2,7,5,6,7,72.78,71.99,36.55,84.63,43.49,71.42,94.5,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
21,2,0,0,5,3,5,7,78.85,61.11,44.12,63.45,79.78,73.34,84.5,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
21,1,2,1,7,4,2,7,58.56,82.26,85.06,53.82,43.49,70.3,89.465,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
21,1,2,1,8,7,3,8,63.53,82.26,44.12,79.96,79.78,73.34,90.5,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
22,1,2,2,9,4,7,7,76.83,71.99,29.96,75.28,43.49,70.3,88.0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
20,1,2,2,9,9,8,8,96.95,90.94,93.41,70.61,97.87,96.17,92.0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
22,2,0,1,7,7,9,9,83.47,92.88,85.06,53.82,83.75,86.95,89.5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
22,2,0,1,7,3,4,6,52.9,48.4,80.93,84.63,83.75,71.42,83.475,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
21,2,2,2,7,4,8,6,78.85,82.26,29.96,44.18,63.1,71.42,90.5,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
22,3,0,1,1,7,7,8,70.75,82.26,36.55,53.82,20.6,63.6,89.5,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
21,2,0,0,9,7,8,5,93.41,98.7,97.72,94.54,97.87,97.64,89.5,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
22,2,2,2,7,4,7,6,61.05,66.85,72.66,79.96,43.49,69.19,85.5,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
21,0,1,1,7,5,4,7,74.8,71.99,51.68,53.82,87.72,75.16,87.0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
22,0,1,0,4,0,9,6,31.88,87.4,66.81,63.45,72.9,61.37,89.5,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
22,0,2,2,5,0,7,6,58.56,66.85,59.25,53.82,43.49,61.37,87.855,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
20,2,2,1,7,7,7,9,74.8,87.4,85.06,34.54,53.29,76.98,92.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
20,2,2,1,9,8,6,9,78.85,92.88,44.12,70.61,79.78,80.63,94.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
21,2,2,2,7,3,7,9,66.01,92.88,3.34,84.63,53.29,66.95,79.935,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
20,2,2,2,5,7,7,9,72.788,87.4,72.66,53.82,83.75,78.81,88.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
21,3,2,2,7,2,6,8,80.58,87.4,89.19,44.18,79.78,83.5,89.5,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
21,0,2,1,7,3,8,9,70.75,66.85,51.68,44.18,43.49,64.72,92.5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
20,1,0,1,6,7,9,7,95.51,96.76,76.79,63.45,79.78,92.9,92.5,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
20,0,0,1,9,7,4,8,76.83,96.76,80.93,44.18,43.49,80.63,93.5,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
21,2,2,2,9,7,7,8,91.83,99.7,94.84,44.18,87.72,93.85,90.88,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
22,0,2,2,9,7,3,7,86.35,71.99,44.12,84.63,79.78,82.81,91.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
20,0,2,2,9,7,9,10,88.66,42.05,94.84,75.28,53.29,84.88,92.0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
21,2,1,2,9,7,7,5,61.05,71.99,44.12,79.96,64.1,68.07,92.5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
21,0,2,2,8,7,7,8,72.78,30.03,51.68,53.82,53.29,61.37,90.5,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
22,3,2,1,9,8,5,8,83.47,66.85,80.93,24.91,72.9,77.9,91.4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
20,2,1,1,8,1,4,7,63.53,42.05,51.68,53.82,63.1,60.09,89.5,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
22,0,0,1,7,7,7,4,52.9,77.12,80.93,84.63,53.29,72.43,88.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
21,1,2,1,9,7,8,8,89.71,48.4,44.12,34.54,53.29,73.34,92.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
21,0,1,1,6,3,8,9,78.85,77.12,72.66,89.31,87.72,84.88,87.889,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
21,1,2,1,9,7,9,10,80.58,82.26,85.06,63.45,53.29,81.43,87.5,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
23,3,1,1,2,7,5,9,66.01,87.4,44.12,75.28,83.75,75.16,89.5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
20,2,2,2,8,1,7,7,93.41,48.4,93.41,92.22,95.65,93.22,89.5,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
22,1,1,1,0,6,1,2,68.5,82.26,85.06,70.61,72.9,78.81,89.5,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
20,2,2,2,4,7,9,6,86.35,30.03,24.36,53.82,63.1,66.95,85.5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
21,3,2,2,9,7,6,4,92.71,90.94,66.81,24.91,87.72,87.64,91.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
24,2,0,2,9,7,7,6,66.01,48.4,85.06,63.45,33.69,66.95,92.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
20,1,1,2,6,7,2,2,41.05,77.12,80.93,75.28,13.13,60.09,95.21,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
20,2,0,2,7,7,3,7,49.95,42.05,44.12,70.61,63.1,54.31,82.665,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
22,1,2,2,1,7,8,3,63.53,66.85,80.93,44.18,72.9,70.3,89.5,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
20,2,2,2,9,7,8,9,83.47,66.85,51.68,79.96,43.49,76.98,89.5,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
21,1,2,2,9,7,3,3,68.5,66.85,44.12,63.45,53.29,65.83,87.445,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
23,0,2,2,9,7,5,5,86.35,71.99,80.93,44.18,43.49,79.72,86.0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
20,2,2,2,9,7,9,8,91.83,99.77,80.93,79.96,33.69,91.56,94.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
20,3,2,1,9,7,8,10,76.83,77.12,72.66,70.61,72.9,76.98,95.0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
21,1,2,1,9,7,6,7,83.47,66.85,59.25,53.82,72.9,76.98,84.5,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
19,2,2,2,9,7,8,9,82.02,87.4,80.93,63.45,72.9,83.5,94.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
22,3,2,2,5,7,9,9,86.35,66.85,98.86,95.71,63.1,92.51,89.5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
20,2,2,1,9,8,7,8,86.35,66.85,85.06,24.91,15.15,74.25,94.5,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
22,3,2,1,8,7,8,7,55.84,77.12,59.25,18.16,43.49,57.2,89.5,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
